Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","286398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2009","2009","tonnes","316882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","299038","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","325248","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","175350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","299768","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","727763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","931433","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","216","Thailand","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2016","2016","tonnes","928392","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","223","Turkey","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1987","1987","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1989","1989","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1990","1990","tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1991","1991","tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1993","1993","tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1994","1994","tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","229","United Kingdom","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1987","1987","tonnes","33","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1988","1988","tonnes","55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1989","1989","tonnes","124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1990","1990","tonnes","59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1991","1991","tonnes","107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1992","1992","tonnes","50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1993","1993","tonnes","171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1994","1994","tonnes","1743","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1995","1995","tonnes","476","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1996","1996","tonnes","1996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1997","1997","tonnes","1239","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1998","1998","tonnes","538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1999","1999","tonnes","619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2000","2000","tonnes","408","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2001","2001","tonnes","172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2002","2002","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2004","2004","tonnes","210","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2005","2005","tonnes","48","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2006","2006","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","430","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","231","United States of America","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2016","2016","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1990","1990","tonnes","11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1991","1991","tonnes","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1992","1992","tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1993","1993","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1994","1994","tonnes","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","252","Unspecified Area","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1995","1995","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","234","Uruguay","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1998","1998","tonnes","15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","234","Uruguay","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2003","2003","tonnes","21","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","234","Uruguay","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","234","Uruguay","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","11068","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1992","1992","tonnes","1000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1993","1993","tonnes","912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1994","1994","tonnes","140347","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1995","1995","tonnes","435352","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1996","1996","tonnes","120086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","1998","1998","tonnes","12","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2002","2002","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2003","2003","tonnes","114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2004","2004","tonnes","29439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2005","2005","tonnes","41534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2006","2006","tonnes","35550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2007","2007","tonnes","27328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2008","2008","tonnes","1316","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2009","2009","tonnes","2899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2010","2010","tonnes","56089","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2011","2011","tonnes","233521","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2012","2012","tonnes","1544820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2013","2013","tonnes","1480518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2014","2014","tonnes","1352043","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2015","2015","tonnes","1794249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","237","Viet Nam","5610","Import Quantity","30","Rice - total  (Rice milled equivalent)","2016","2016","tonnes","1617923","A","Aggregate, may include official, semi-official, estimated or calculated data"
